Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2024-01-02,363.1179504394531,368.04281055620135,359.10364399056556,366.04544293017665,25258600
2024-01-03,362.8536071777344,365.4580105992302,360.8072966064926,361.29684544783345,23083500
2024-01-04,360.2491455078125,365.3012923191343,359.49525117073273,362.92209250603474,20901500
2024-01-05,360.0631103515625,364.2830182415826,358.8392384604967,361.2576105124301,21004600
2024-01-08,366.8580627441406,367.35741205524755,361.2967958412056,361.58071261682426,23134000
2024-01-09,367.93511962890625,368.13092123395006,363.4312643972459,364.23413165308716,20830000
2024-01-10,374.7691955566406,376.1399561660862,368.45403366179033,368.50297659226095,25514200
2024-01-11,376.5903625488281,382.5138918300766,372.4291972197734,377.93172165061986,27850800
2024-01-12,380.3500671386719,380.55566927985785,376.6099069263744,377.43234537080764,21661200
2024-01-16,382.1124267578125,385.7938434606626,379.51782397721394,385.43158211314164,27202300
2024-01-17,381.32916259765625,381.9557695556543,376.7665639671979,379.87031666196907,22234100
2024-01-18,385.6371765136719,385.75466344784127,381.96556042243856,383.5321225973024,23392100
2024-01-19,390.33685302734375,390.33685302734375,385.2749052923237,387.48767542805655,29331100
2024-01-22,388.2220153808594,392.2460923450514,385.36303712070327,391.6586277842315,27016900
2024-01-23,390.56201171875,391.0319893054533,385.69589563777015,387.4778603727062,20525900
2024-01-24,394.1455383300781,397.1513752160577,392.079656679383,393.14686950723774,24867000
2024-01-25,396.40728759765625,398.5025710526844,394.1162025271926,395.8687958055948,21021200
2024-01-26,395.48687744140625,397.68007633393063,394.01823107466254,395.917682766026,17803300
2024-01-29,401.1558532714844,401.4104281984527,395.8785030835569,397.57235261817027,24510200
2024-01-30,400.0494689941406,404.41623575131524,397.9542157503529,403.64277019124665,33477600
2024-01-31,389.2696533203125,406.6388669659615,388.9073919493629,398.4535945955144,47871100
2024-02-01,395.3400573730469,399.4718507500115,393.40143322301293,393.4308049580275,30657700
2024-02-02,402.62451171875,404.0246140998081,395.12462060191353,395.36939499914837,28256700
2024-02-05,397.1708984375,402.5657352720622,395.5455929874579,401.33206284957225,25352300
2024-02-06,397.01434326171875,399.4425164761791,394.48828417448937,397.396205732411,18382600
2024-02-07,405.39532470703125,405.64009909216526,398.8843320384044,398.92350430633786,22340500
2024-02-08,405.4541015625,406.8738050650789,403.90714046810643,405.3953580956046,21225300
2024-02-09,411.75946044921875,412.02383590927224,406.4135962217608,406.57025541446654,22032800
2024-02-12,406.580078125,411.94551383927785,406.0807287884979,411.769283442755,21202900
2024-02-13,397.8269348144531,401.49855072964925,394.9581860838381,396.4757753769111,27824900
2024-02-14,401.6720886230469,402.01541247950905,396.8460370500132,400.27921574475005,20401200
2024-02-15,398.7980041503906,401.31894521125486,396.5713534874336,400.3478557485238,21825500
2024-02-16,396.34576416015625,400.4950166150196,395.737605866878,400.17130014605374,22296500
2024-02-20,395.1000061035156,396.7675320143623,390.41126629664336,395.5413968145009,24307900
2024-02-21,394.50164794921875,394.60956341609165,389.6363517174895,392.53004284668083,18518900
2024-02-22,403.7908020019531,404.9482663429582,400.7696183104428,402.35868459808347,27009900
2024-02-23,402.5058898925781,407.92049268532105,401.1620503723916,407.7341476569605,16295900
2024-02-26,399.7593078613281,404.29109863437077,399.58272164729414,403.60445096908654,16193500
2024-02-27,399.7005310058594,400.524490398334,396.13982903252327,400.2007738907874,14835800
2024-02-28,399.9359436035156,401.48576558617054,397.5817696096978,400.3871530513853,13183100
2024-02-29,405.7428894042969,406.29219561123216,398.17027676875426,400.83834831741547,31947300
2024-03-01,407.5674133300781,407.93034462455915,403.0356216104399,403.4181602950467,17823400
2024-03-04,406.99847412109375,409.3820740419509,404.4481066223211,405.54671909934444,17596000
2024-03-05,394.9626770019531,406.3412180011649,392.991071894389,406.0567462440755,26919200
2024-03-06,394.4134216308594,397.4248173487459,390.78407881855424,395.2766257394995,22344100
2024-03-07,401.3287658691406,401.95653150490796,394.5604758378121,398.3664041641416,18718500
2024-03-08,398.4645080566406,402.58433424165736,396.61057729290076,400.1712786506048,18002200
2024-03-11,396.7970275878906,397.9348848449285,393.5992867821094,396.051557611515,16120800
2024-03-12,407.3515319824219,407.6360037253644,399.02363143663507,399.83777202306123,22457000
2024-03-13,407.17498779296875,410.1961717884516,403.5946789555971,410.11771230614136,17115900
2024-03-14,417.1017761230469,419.6521433696343,410.009799228429,412.21684262615895,34157300
2024-03-15,408.4698181152344,414.53182378938754,404.9091164524236,411.28501994441507,45079900
2024-03-18,409.3526611328125,412.6975620459207,405.88023735043,406.341265451297,20106000
2024-03-19,413.364501953125,413.61954764814055,407.61636469929994,409.8528340561438,19837900
2024-03-20,417.1116027832031,417.8276466076136,412.62884514501485,413.94325853489937,17860100
2024-03-21,421.1725769042969,422.5949058623587,419.0047780206844,421.62378632435974,21296200
2024-03-22,420.5545654296875,421.6531778067011,417.9355573407252,421.49625883993525,17648500
2024-03-25,414.78680419921875,419.24995422394994,413.5606690168653,417.1213703760103,18060500
2024-03-26,413.59991455078125,417.85705232022457,413.3056540804049,417.48430243445387,16725600
2024-03-27,413.3841552734375,416.3465173372015,411.0103740796991,416.3366986755512,16705000
2024-03-28,412.6877136230469,413.81575210575176,411.11825446083225,412.9231220201488,21871200
2024-04-01,416.4642333984375,419.7208560550212,414.15909296576694,415.85607505767865,16316000
2024-04-02,413.39398193359375,414.31603809824145,409.86270618972446,412.0893571765106,17912000
2024-04-03,412.4228515625,415.17920112214335,411.0888008867087,411.71659648353796,16502300
2024-04-04,409.90191650390625,420.48592418548293,409.5978373618215,416.8761593197056,19370900
2024-04-05,417.3960876464844,418.3672072160066,410.3335658710208,411.9913032872843,16554800
2024-04-08,416.4837951660156,419.12244053087517,415.21841524840187,417.0527386666228,14272400
2024-04-09,418.1415710449219,419.5736887198931,413.5705349702072,418.2985199584035,12496900
2024-04-10,415.1792297363281,415.93451830181,411.68719880938414,414.1296507389469,16216600
2024-04-11,419.7600402832031,421.1725504908495,414.2963744060529,417.69033834286756,17966400
2024-04-12,413.84515380859375,417.06253143112855,411.75581460240056,415.95410040174403,19253800
2024-04-15,405.7428894042969,418.6712525249299,405.5368771254888,418.4554515197094,20273500
2024-04-16,406.6648864746094,410.4119627811132,405.8311384974836,406.6550977488978,16765600
2024-04-17,403.9772033691406,410.88280503231437,402.49602250375233,409.2839199801292,15855500
2024-04-18,396.5517578125,404.02630364117994,396.23788993068626,402.7903496970384,21029900
2024-04-19,391.50006103515625,397.73865251494925,390.17582902876677,396.3163237053195,30565800
2024-04-22,393.304931640625,395.1588624515417,388.1944084543801,392.441727661041,20286900
2024-04-23,399.7887268066406,400.4067037074316,395.36482163775406,396.5222860267283,15734500
2024-04-24,401.2502746582031,404.59517495198185,399.01380533371923,401.7407287200192,15065300
2024-04-25,391.421630859375,392.25540884693,380.6218216022703,386.507271018032,40586500
2024-04-26,398.5626220703125,405.1150815807432,398.01331587991365,404.30094095620495,29694700
2024-04-29,394.5703125,398.562615947593,391.56873588609426,397.5130370183344,19582100
2024-04-30,381.8970031738281,394.4820730278576,381.74008419354954,393.8248513162942,28781400
2024-05-01,387.39990234375,394.05045900742965,382.85829240714,385.11436938308555,23562500
2024-05-02,390.2445068359375,392.29460134045365,387.11540734616494,390.0679505478797,17709400
2024-05-03,398.8961181640625,399.37675358596374,394.18774100881984,394.5997356096934,17446700
2024-05-06,405.6448059082031,406.02734455936377,398.61168058742396,400.9560656726651,16996600
2024-05-07,401.5249328613281,406.7531899905989,401.2797058272895,406.74337133005633,20018200
2024-05-08,402.70208740234375,404.3598247646084,398.9451919846881,400.37733960441915,11792300
2024-05-09,404.44805908203125,404.84041635842834,401.2895336143813,402.73146980472023,14689700
2024-05-10,406.8218994140625,407.4496950958414,403.9380266126503,405.05627644521434,13402300
2024-05-13,405.82135009765625,410.3629599472109,402.9767222457907,410.029454744504,15440200
2024-05-14,408.60711669921875,409.51935413927424,403.69275704643184,404.15378509704203,15109300
2024-05-15,415.751220703125,416.4685861383269,410.0418663164104,410.660957995032,22239500
2024-05-16,413.6973876953125,418.05067177577746,413.0684896947791,414.49335406459187,17530100
2024-05-17,412.9308776855469,415.5939551336606,410.7886480687753,415.2205329091171,15352200
2024-05-20,417.9720764160156,419.3772981518083,412.71474538865465,412.9309356548489,16272100
2024-05-21,421.60797119140625,425.46988664412265,417.49054998726376,419.43623228216074,21453300
2024-05-22,423.06231689453125,424.91959180983645,419.7310556819618,422.63977275649836,18073700
2024-05-23,419.603271484375,426.0889486573305,418.05065430726955,425.4698570651074,17211700
2024-05-24,422.7085266113281,423.5929302999633,417.0581313925194,419.78997344657733,11855300
2024-05-28,422.8658142089844,423.3571529882785,419.210252491479,422.18776429444347,15718000
2024-05-29,421.7357177734375,423.4750461602697,418.3159892619867,418.3159892619867,15517100
2024-05-30,407.4869384765625,416.95009868740084,407.06436431189735,416.95009868740084,28394500
2024-05-31,407.9388732910156,409.5308058785648,397.5028441158069,409.5308058785648,47995300
2024-06-03,406.3567810058594,409.21637607324783,401.83648858598,408.3319723384426,17484700
2024-06-04,408.8625793457031,409.2261651733177,402.58325657495334,405.28561933460435,14348900
2024-06-05,416.66510009765625,416.7338647316788,409.0886349128657,410.57248754759564,16988000
2024-06-06,417.1662292480469,417.9425528471417,413.29447761268017,416.66508413024746,14861300
2024-06-07,416.5079040527344,418.89580340788024,415.67262210037114,418.8172023955245,13621700
2024-06-10,420.45819091796875,420.66454478320344,416.5471539046789,417.3431202309482,13982900
2024-06-11,425.18487548828125,425.3224647271418,417.8835891699695,418.10961578141064,14551100
2024-06-12,433.4197692871094,435.7192312163597,425.74505981738713,427.7792095971262,22366200
2024-06-13,433.93072509765625,435.7093989946261,431.75901618030764,433.21338970261115,15960600
2024-06-14,434.903564453125,435.4636977946633,429.15489539650804,430.68786981308114,13582000
2024-06-17,440.60308837890625,443.1285766509554,433.08561180023855,434.9232138540311,20790000
2024-06-18,438.6082763671875,442.34246889984814,437.18341197055486,441.9198947788086,17112500
2024-06-20,437.9794006347656,438.7950098147065,433.62611625090886,438.5689831798124,19877400
2024-06-21,441.9886779785156,442.774807970896,438.77533339876635,439.63025801243765,34187100
2024-06-24,439.9152526855469,444.9072412251996,438.677069430459,442.00833058442447,15913700
2024-06-25,443.1383972167969,443.6002568065394,439.01114003233465,440.48515617122325,16413400
2024-06-26,444.32745361328125,445.7425115856911,440.42622281234816,441.2221891732116,16507000
2024-06-27,445.0054931640625,448.267989524247,443.9441847148766,444.3470860716105,14806300
2024-06-28,439.2076721191406,447.49163533200266,438.67701793083796,445.2216529567904,28362300
2024-07-01,448.818359375,449.4472574564246,437.9401109437319,440.88814379845337,17662800
2024-07-02,451.3240661621094,451.6286937509805,445.2609335286806,445.3494008831962,13979800
2024-07-03,452.78826904296875,453.0339384006955,449.94834686189404,450.2529744663604,9932800
2024-07-05,459.4607238769531,460.2370475569388,451.01952711906966,451.6484251718753,16000300
2024-07-08,458.1635437011719,459.598274429734,456.4143789671548,458.46817132419625,12962300
2024-07-09,451.57965087890625,459.23468742094946,450.0663190511327,458.9104170237532,17207200
2024-07-10,458.17340087890625,458.3797547644369,450.9113994976311,453.2305340754163,18196100
2024-07-11,446.82342529296875,456.728800279139,443.72796749516465,454.95999295662324,23111200
2024-07-12,445.6933288574219,448.4546499899947,442.84357035631416,446.45981604032585,16324300
2024-07-15,446.09625244140625,449.33910606074033,443.61007966105154,445.4476817175394,14429400
2024-07-16,441.7331237792969,446.43032044250424,438.92268087534336,446.35171944746327,17175700
2024-07-17,435.837158203125,437.1441362044733,431.5723410192936,434.92327523279124,21778000
2024-07-18,432.74163818359375,436.94749622050165,426.87505295560237,436.6428686281901,20794800
2024-07-19,429.53814697265625,433.49836608097274,424.51667935003445,425.5976305961669,20940400
2024-07-22,435.2671813964844,436.898429671943,431.306992206013,434.1371082507153,15808800
2024-07-23,437.14410400390625,440.62279084734524,435.4244183311835,436.21054835742433,13107100
2024-07-24,421.47039794921875,433.83249840274334,420.18309274942834,432.82034171919196,26805800
2024-07-25,411.1522521972656,422.3547694868196,410.2776848331151,421.37209200547386,29943800
2024-07-26,417.90325927734375,421.490056226304,410.0418390958428,410.95575198353527,23583800
2024-07-29,419.33795166015625,424.66404655168895,417.3431176712943,424.1039132176947,15125800
2024-07-30,415.593994140625,421.6177822082065,410.13027948455533,420.31083428857175,32687600
2024-07-31,411.1031188964844,414.47369536650564,405.0694649339739,413.21586942488864,42891400
2024-08-01,409.88458251953125,420.05530026736574,405.9342299111822,413.5008583778063,30296400
2024-08-02,401.4139404296875,407.8111808388244,397.335834619087,405.34465060644726,29437900
2024-08-05,388.30499267578125,394.09297731515574,378.9007621776494,382.42860065253456,40709200
2024-08-06,392.6877746582031,398.64282840268,391.59701693545804,393.07103331037194,24946500
2024-08-07,391.5281982421875,402.97638538590667,390.58483621712907,401.5613573427881,20650900
2024-08-08,395.71435546875,398.82942596102515,393.0119926811429,395.46868612442205,20203000
2024-08-09,398.9866638183594,400.98149772413467,395.29181721770595,397.03114540515713,19276700
2024-08-12,399.7630615234375,401.6792947885224,397.23757296063644,400.0087309169643,16762900
2024-08-13,406.83831787109375,407.7620371122612,402.475227409518,402.49487016333154,19414300
2024-08-14,409.638916015625,410.484034234621,405.30533476037385,407.61460282522484,18267000
2024-08-15,414.482421875,414.56116454959863,411.16483466760724,413.27153919674845,20752100
2024-08-16,411.9622497558594,414.787612725286,410.8104315549657,414.05913029915934,22775600
2024-08-19,414.9746398925781,415.19121979816396,409.98347800679744,412.44459964164133,15234000
2024-08-20,418.1938171386719,419.2373304106215,415.08298552534507,415.14205004692775,16387600
2024-08-21,417.5440979003906,419.76893159636126,415.1617187597954,417.48500333716095,16067300
2024-08-22,409.087646484375,420.1528703345148,408.16226230018384,417.7606371537281,19361900
2024-08-23,410.308349609375,412.73993890763575,405.68142906839694,410.4953972510095,18493800
2024-08-26,407.0596618652344,410.7907306533513,404.94310328054127,409.89487877847426,13152800
2024-08-27,407.40423583984375,407.91613833509496,403.8700687036349,406.43946532338146,13492900
2024-08-28,404.21466064453125,408.54622911327857,400.975815861933,408.42810007077503,14882700
2024-08-29,406.6954650878906,415.4865852646763,404.2146650393698,408.48716903331825,17045200
2024-08-30,410.6529541015625,410.9974871196902,405.72085639315753,409.1368946584357,24308300
2024-09-03,403.07269287109375,413.35034007836833,400.7001678121759,411.4109748667296,20313600
2024-09-04,402.54107666015625,404.8446830658677,398.0815251485243,399.59758459335677,15135800
2024-09-05,402.0390319824219,406.67577709695456,399.8141682348964,401.2809872314555,14195500
2024-09-06,395.4530944824219,404.26389320560224,394.5670665291359,402.6986232207198,19609500
2024-09-09,399.4105224609375,402.2949499033103,395.89603343829765,400.9068736495872,15295100
2024-09-10,407.7586975097656,409.855548179251,401.3597804269513,401.85200481793703,19594300
2024-09-11,416.4611511230469,417.3963592828998,403.21045111442425,409.03840014283475,19266900
2024-09-12,420.35955810546875,420.7237992857079,413.2223056552003,416.72694031699655,17395700
2024-09-13,423.8937683105469,425.11447510259467,418.84354159900835,419.20778281644255,15874600
2024-09-16,424.6320495605469,426.7879943677343,421.5605747785227,423.90356722052456,13834700
2024-09-17,428.3829040527344,434.9787232569042,425.54768660429113,433.38392095290345,18874200
2024-09-18,424.1103515625,429.2491750935579,423.71657808226,428.2351941115192,18898000
2024-09-19,431.8678283691406,434.6341269777226,430.1056566789826,434.3683366283435,21706600
2024-09-20,428.5009765625,432.4092391189892,427.4673174405253,430.42066355244185,55167100
2024-09-23,426.76837158203125,429.67247726227924,423.6968964015023,427.52638627626743,15128900
2024-09-24,422.4958190917969,426.6108070315339,419.4735546779715,426.26624401276456,17015800
2024-09-25,425.3901062011719,426.384408985251,421.9051794925785,423.14556440453987,13396400
2024-09-26,424.6025695800781,428.5305103087993,422.45647860828996,428.32378449228514,14492000
2024-09-27,421.3637390136719,425.1341945131492,420.82230422369577,424.8093096047705,14896100
2024-09-30,423.6082458496094,423.7264049247719,418.7549211722127,421.5507517579481,16807300
2024-10-01,414.14776611328125,421.81663064098564,412.29699757117095,421.78709837884526,19092900
2024-10-02,410.6430969238281,416.24461251055664,410.22961524498584,416.00832438993655,16582300
2024-10-03,410.062255859375,413.02542591560956,407.84724636027164,411.1353013004486,13686400
2024-10-04,409.5896911621094,413.2223089798081,408.5166457695598,411.7357819472086,19169700
2024-10-07,403.171142578125,410.6233966552464,402.6395318501973,409.5306729821077,20919800
2024-10-08,408.2607116699219,409.19594995144206,401.82243880752753,404.5099645290717,19229300
2024-10-09,410.96795654296875,413.8425600403991,407.857094965171,409.3928325735408,14974300
2024-10-10,409.3731689453125,410.8596961873674,406.7249993762307,408.7726696220669,13848400
2024-10-11,409.845703125,410.64310419410805,406.82343830885475,409.66850956364067,14144900
2024-10-14,412.6218566894531,417.4456494762865,411.0270245046469,411.2731366880873,16653100
2024-10-15,412.2280578613281,415.9099165968068,408.8021954562943,415.6145639475164,18900200
2024-10-16,409.6488342285156,409.88509232928357,404.0965585595149,408.71362588431356,15508900
2024-10-17,410.2394714355469,415.9295838303706,409.127039576057,415.7917465890575,14820000
2024-10-18,411.6570739746094,413.12389293089865,409.78662744422246,410.6529471112624,17145300
2024-10-21,412.2674255371094,412.44461909285747,407.31564977599334,409.6487883889798,14206100
2024-10-22,420.86175537109375,423.8839906364146,411.5390231634981,411.9820071390357,25482200
2024-10-23,417.99688720703125,424.3760949935698,415.95907136722593,424.1595150969288,19654400
2024-10-24,418.1249084472656,419.35546932603506,415.83112614516494,418.7155536346828,13581600
2024-10-25,421.49169921875,425.7937351729216,419.9362835126177,420.1233311665373,16899100
2024-10-28,419.9559631347656,425.2227696357769,419.670464602579,424.9471252042487,14882400
2024-10-29,425.2326354980469,426.4336641349943,419.1782518516455,421.34405104712135,17644100
2024-10-30,425.8035888671875,431.68074872313076,425.3802831426112,430.6372355196224,29749100
2024-10-31,400.0307312011719,409.6881704469,399.9814907408766,408.9005934690843,53971000
2024-11-01,403.9881896972656,409.0384161036912,401.162826864631,402.64935394725995,24230400
2024-11-04,402.10791015625,404.0374512515174,399.26286901744754,403.42706781751014,19672300
2024-11-05,405.0612487792969,408.4477546696806,401.73380740675793,402.019305938334,17626000
2024-11-06,413.6455993652344,413.91141971077946,404.1358224259815,406.00629877245973,26681800
2024-11-07,418.8139953613281,420.2119257079772,413.35031719618456,414.7285393416903,19901800
2024-11-08,415.9689636230469,419.8673720771894,415.2207729945687,418.7057298172818,16891400
2024-11-11,411.50933837890625,418.2035763452128,409.53058722591055,415.9491808063806,24503300
2024-11-12,416.45135498046875,417.8394313280264,410.7120319666306,411.7456911405818,19401200
2024-11-13,418.5876159667969,422.6533640239858,411.7062988498683,415.0829808583345,21502200
2024-11-14,420.2513427734375,421.51143597611144,413.4684764416515,418.390720208814,30246900
2024-11-15,408.54620361328125,416.2248913266483,407.2073678244848,413.2912534776132,28247600
2024-11-18,409.29443359375,411.8933627455597,405.6913474607701,408.41825976061074,24727000
2024-11-19,411.2928466796875,411.4405079817959,405.1498661250552,406.68560375296545,18133500
2024-11-20,409.0285339355469,410.800559418531,404.19488776660336,410.3870777929387,19191700
2024-11-21,407.26287841796875,414.0790385036892,404.71793020151534,413.80284233986384,20780200
2024-11-22,411.3368225097656,411.73138418459337,405.4774898240383,405.7832773797643,24814600
2024-11-25,413.10247802734375,415.36135617252853,409.2159842267064,412.69804256956826,27691100
2024-11-26,422.1775817871094,423.2133401022422,413.1617251409629,413.89166578168545,23458900
2024-11-27,417.24542236328125,421.427859986681,416.2885945934304,419.33662612341953,18332400
2024-11-29,417.70904541015625,419.1097738504757,412.1259094010287,414.38481768654003,16271900
2024-12-02,425.126953125,427.1195090506518,415.58826631722377,415.84474493949193,20207200
2024-12-03,425.343994140625,426.59673575541547,421.9309618493427,424.0024483022702,18302000
2024-12-04,431.4795227050781,433.69896602336337,426.7545660563865,427.1491277367897,26009400
2024-12-05,436.60888671875,438.62119043191433,430.2465005729482,431.9727342727058,21697800
2024-12-06,437.5459899902344,440.04162946603964,435.7704172944161,436.29321828806303,18821000
2024-12-09,439.9626770019531,442.2413029263077,434.51765390142566,436.5891402244184,19144400
2024-12-10,437.3092041015625,443.51378920495125,435.6027181772746,438.3548361326827,18469500
2024-12-11,442.892333984375,444.2338797106506,438.019420871054,438.019420871054,19200200
2024-12-12,443.45458984375,449.96496224230685,443.0106891858234,443.0106891858234,20834800
2024-12-13,441.1956787109375,445.2991859531554,439.5286279530639,442.34980235220513,20177800
2024-12-16,445.45703125,446.039014950384,439.23272866925197,441.19569319284585,23598800
